"","DATE","CHI003","CHI004","CHI005","CHI007","CHI008","CHI009","CHI010","CHI011","CHI013","CHI014","CHI015","CHI018","CHI019","CHI020","CHI021","CHI022","CHI023","CHI024","CHI025","CHI026","CHI027","CHI028","CHI029","CHI030","CHI031","CHI032","CHI033","CHI034","CHI035","CHI036","CHI039","CHI040","CHI041","CHI042","CHI043","CHI044","CHI045","CHI048","CHI049","CHI050","CHI051","CHI055","CHI056","CHI057","CHI058","CHI059","CHI060","CHI061","CHI062","CHI063","CHI064","CHI065","CHI066","CHI067","CHI068","CHI069","CHI070","CHI071","CHI072","CHI073","CHI074","CHI075","CHI076","CHI077","CHI078","CHI079","CHI080","CHI083","CHI086","CHI087","CHI088","CHI089","CHI090","CHI091","CHI092","CHI093","CHI094","CHI095","CHI096","CHI097","CHI098","CHI099","CHI100","CHI101","CHI102","CHI103","CHI104","CHI105","CHI106","CHI107","CHI108","CHI109","CHI110","CHI111","CHI112","CHI113","CHI114","CHI115","CHI116","CHI117","CHI118","CHI119","CHI120","CHI121","CHI122","CHI123","CHI124","CHI125","CHI126","CHI127","CHI128","CHI129","CHI130","CHI131","CHI132","CHI133","CHI134","CHI135","CHI136","CHI137","CHI138","CHI139","CHI140","CHI141","CHI142","CHI143","CHI144","CHI145","CHI146","CHI147","CHI148","CHI149","CHI154","CHI156","CHI157","CHI158","CHI159","CHI160","CHI161","CHI162","CHI163","CHI164","CHI165","CHI166","CHI167","CHI168","CHI169","CHI170","CHI171","CHI172"
"427",2015-08-31,86,30,5,19,16,37,62,20,38,71,13,58,34,14,146,NA,NA,20,28,NA,NA,NA,36,NA,NA,NA,NA,NA,6,4,19,22,NA,NA,NA,171,165,NA,NA,23,64,14,3,8,61,NA,NA,NA,NA,NA,61,22,16,10,8,19,20,NA,NA,NA,NA,1,9,42,3,81,18,45,7,NA,NA,NA,19,58,7,11,14,83,2,2,NA,NA,NA,13,38,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,73,106,55,14,17,14,28,6,NA,NA,NA,5,NA,6,NA,NA,NA,NA,NA,20,NA,7,7,32,NA,NA,NA,NA,67,NA,256,3,NA,NA,NA,NA,NA,NA,NA,NA,52,1,1,5,37,32,8,NA,NA
"428",2015-09-01,NA,43,8,82,16,51,53,12,32,74,21,58,37,11,164,NA,NA,29,36,NA,NA,NA,63,NA,NA,NA,NA,NA,10,2,8,13,NA,NA,NA,147,158,NA,NA,16,63,19,2,4,86,NA,NA,NA,NA,NA,56,29,13,10,11,26,20,NA,NA,NA,NA,5,7,45,4,101,18,52,5,NA,NA,NA,15,55,14,13,7,94,3,2,NA,NA,NA,17,18,3,9,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,116,90,67,19,10,13,36,5,NA,NA,NA,6,NA,12,NA,NA,NA,NA,NA,14,NA,5,10,41,NA,NA,NA,NA,87,NA,242,1,NA,NA,NA,NA,NA,NA,NA,NA,37,2,1,12,43,23,8,NA,NA
"429",2015-09-02,79,33,5,76,23,67,60,18,32,77,20,65,36,12,169,NA,NA,NA,38,NA,NA,NA,57,NA,NA,NA,NA,NA,10,3,10,10,NA,NA,NA,148,169,NA,NA,35,69,8,1,3,99,NA,NA,NA,NA,NA,43,32,18,11,4,24,19,NA,NA,NA,NA,4,10,30,NA,83,16,51,5,NA,NA,NA,22,72,7,10,9,68,1,NA,NA,NA,NA,20,40,5,3,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,122,97,46,15,16,5,39,4,NA,NA,NA,12,NA,14,NA,NA,NA,NA,NA,26,NA,5,13,31,NA,NA,NA,NA,84,NA,298,6,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,3,7,29,24,10,NA,NA
"430",2015-09-03,103,30,13,73,13,83,41,27,33,81,17,52,31,7,135,NA,NA,8,24,NA,NA,NA,55,NA,NA,NA,NA,NA,6,8,13,16,NA,NA,NA,155,187,NA,NA,28,70,4,NA,2,90,NA,NA,NA,NA,NA,54,25,9,8,5,17,11,NA,NA,NA,NA,5,6,28,NA,89,24,66,4,NA,NA,NA,12,55,5,8,5,118,2,2,NA,NA,NA,17,33,10,9,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,124,68,72,28,14,20,44,5,NA,NA,NA,8,NA,6,NA,NA,NA,NA,NA,17,NA,4,10,36,NA,NA,NA,NA,89,NA,261,8,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,3,6,29,30,11,NA,NA
"431",2015-09-04,112,44,11,83,21,80,61,15,14,80,14,66,38,7,175,NA,NA,15,39,NA,NA,NA,77,NA,NA,NA,NA,NA,6,10,7,17,NA,NA,NA,156,202,NA,NA,22,50,14,NA,4,92,NA,NA,NA,NA,NA,60,37,11,11,5,32,11,NA,NA,NA,NA,1,4,20,2,102,20,69,6,NA,NA,NA,16,56,7,13,7,80,2,2,NA,NA,NA,17,40,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,123,97,65,15,19,13,26,4,NA,NA,NA,5,NA,10,NA,NA,NA,NA,NA,13,NA,4,10,43,NA,NA,NA,NA,66,NA,195,8,NA,NA,NA,NA,NA,NA,NA,NA,48,1,NA,7,35,20,NA,NA,NA
"432",2015-09-05,174,38,7,75,23,43,61,26,21,94,23,69,32,15,185,NA,NA,25,35,NA,NA,NA,29,NA,NA,NA,NA,NA,12,13,21,16,NA,NA,NA,NA,194,NA,NA,49,60,26,2,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,27,11,NA,NA,NA,NA,1,5,28,2,150,32,75,4,NA,NA,NA,15,62,14,21,11,75,2,1,NA,NA,NA,27,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,157,NA,58,24,26,10,20,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,22,NA,3,13,33,NA,NA,NA,NA,76,NA,412,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,24,24,9,NA,NA
"433",2015-09-06,166,49,11,102,19,65,82,22,41,118,33,66,25,21,160,NA,NA,26,19,NA,NA,NA,40,NA,NA,NA,NA,NA,19,19,17,13,NA,NA,NA,NA,244,NA,NA,62,69,33,5,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,32,7,NA,NA,NA,NA,2,8,37,6,128,51,91,12,NA,NA,NA,28,89,26,25,29,101,1,NA,NA,NA,NA,26,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,167,NA,55,20,24,19,21,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,34,NA,10,12,43,NA,NA,NA,NA,138,NA,355,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,27,33,19,NA,NA
"434",2015-09-07,137,22,6,85,16,45,70,20,22,80,20,54,27,22,123,NA,NA,25,35,NA,NA,NA,51,NA,NA,NA,NA,NA,10,19,8,15,NA,NA,NA,2,162,NA,NA,29,77,23,2,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,30,23,NA,NA,NA,NA,13,24,51,9,167,35,80,9,NA,NA,NA,45,70,33,35,21,141,1,1,NA,NA,NA,23,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,143,NA,46,25,22,18,33,8,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,19,NA,7,9,49,NA,NA,NA,NA,135,NA,350,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,58,54,9,NA,NA
"435",2015-09-08,78,22,8,53,9,38,36,8,33,68,11,37,27,9,101,5,19,17,18,13,30,47,38,41,30,16,25,8,7,4,9,12,21,17,13,46,151,18,NA,24,43,8,1,6,52,6,8,NA,13,29,35,17,12,12,7,10,10,36,5,7,24,2,5,18,5,53,17,39,4,7,9,NA,21,34,9,18,8,72,3,NA,NA,2,25,10,27,8,1,6,3,16,33,7,3,1,45,9,18,18,19,1,7,77,48,41,12,6,10,23,2,31,30,14,NA,NA,6,2,3,6,NA,NA,10,1,6,5,42,36,NA,16,71,47,51,200,5,12,NA,32,NA,29,NA,26,22,10,NA,NA,4,19,15,9,8,19
"436",2015-09-09,73,31,8,87,23,63,46,15,46,70,10,40,42,20,116,7,27,24,13,24,56,127,61,47,35,13,44,18,5,7,18,20,25,27,12,94,154,32,NA,25,71,17,1,2,56,3,9,1,14,36,37,36,7,7,6,30,13,57,20,15,13,4,11,37,3,55,21,35,5,15,16,2,18,35,10,20,7,84,3,2,2,3,38,16,44,3,1,4,4,54,101,28,8,8,53,23,20,33,16,1,15,102,62,39,17,6,12,43,9,72,88,17,4,NA,6,4,8,5,NA,NA,9,1,6,7,29,94,NA,38,121,82,56,161,5,26,NA,51,NA,43,NA,45,56,30,2,NA,3,34,34,2,9,38
"437",2015-09-10,82,41,17,64,7,56,41,12,30,72,11,43,47,20,71,12,19,26,3,12,36,86,57,47,79,20,17,6,6,9,11,5,23,34,13,87,116,26,NA,19,68,11,2,11,87,9,5,4,12,44,29,25,18,15,3,11,13,56,9,6,25,6,8,43,2,86,29,54,5,15,11,3,18,46,11,10,14,101,NA,3,3,2,25,13,64,5,NA,4,5,10,60,20,4,3,19,18,23,37,11,1,10,88,69,46,19,3,11,30,5,54,29,12,1,NA,6,6,16,9,NA,NA,9,7,4,12,32,48,NA,14,119,83,46,225,2,30,NA,41,NA,32,NA,23,40,27,1,NA,2,22,21,5,13,14
"438",2015-09-11,89,35,7,59,28,59,46,19,31,75,17,46,22,8,41,13,24,21,4,5,39,76,62,38,73,12,3,NA,4,8,17,23,31,30,23,60,140,22,NA,24,58,10,2,9,67,15,3,NA,11,23,36,21,11,8,4,15,12,24,8,3,6,2,8,15,2,77,31,54,2,9,15,1,4,39,3,11,3,62,1,NA,NA,2,26,9,47,5,NA,2,2,23,62,21,6,1,25,8,20,25,14,1,11,61,79,36,17,11,8,23,4,30,23,14,4,NA,4,1,5,1,NA,NA,7,1,2,13,35,92,NA,20,137,69,31,265,2,24,NA,70,NA,25,NA,20,28,18,NA,NA,5,12,28,6,5,19
"439",2015-09-12,124,54,13,104,22,74,76,18,58,88,19,52,29,18,93,NA,NA,43,2,NA,NA,NA,33,NA,NA,NA,NA,NA,16,21,20,12,NA,NA,NA,NA,207,NA,NA,45,66,4,2,7,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,24,23,NA,NA,NA,NA,2,19,42,4,100,49,63,10,NA,NA,NA,13,66,8,19,15,105,1,NA,NA,NA,NA,11,45,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,114,83,58,22,16,3,25,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,11,NA,4,12,32,NA,NA,NA,NA,67,NA,361,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,15,26,8,NA,NA
"440",2015-09-13,136,44,11,99,26,75,78,11,70,74,26,47,23,18,129,NA,NA,35,9,NA,NA,NA,61,NA,NA,NA,NA,NA,22,26,13,29,NA,NA,NA,NA,194,NA,NA,48,64,20,3,15,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,29,27,NA,NA,NA,NA,13,25,62,5,125,55,57,10,NA,NA,NA,22,87,30,28,14,90,7,2,NA,NA,NA,29,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,186,80,49,22,19,27,32,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,13,NA,12,14,28,NA,NA,NA,NA,122,NA,351,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,25,36,9,NA,NA
"441",2015-09-14,86,44,13,91,18,62,65,19,36,69,11,45,31,15,167,15,36,28,8,39,40,28,50,25,88,12,4,1,7,12,11,8,28,17,15,70,147,20,NA,21,68,11,NA,8,56,14,7,2,21,39,50,28,13,18,11,22,15,68,11,11,38,7,10,40,3,95,44,52,5,14,15,2,11,49,10,15,9,77,6,1,2,7,24,20,45,2,3,4,6,38,76,32,6,4,48,29,24,58,18,1,11,96,76,67,23,5,12,25,6,65,62,11,1,NA,10,10,16,3,NA,NA,10,4,4,5,46,72,NA,11,152,87,51,301,6,19,NA,36,NA,58,NA,33,32,18,3,6,3,31,24,9,26,23
"442",2015-09-15,86,30,6,65,11,61,55,23,32,74,12,35,38,15,164,20,27,29,6,32,49,107,53,57,108,19,4,NA,8,12,8,10,14,32,15,60,170,28,NA,22,69,22,NA,8,88,19,5,2,18,42,42,20,12,13,3,14,10,69,15,15,36,4,7,37,4,68,39,53,3,18,11,6,13,53,12,19,5,84,1,NA,2,9,29,12,44,5,1,5,6,37,42,19,7,9,26,19,19,48,21,1,15,73,76,60,14,17,7,20,7,95,65,18,10,NA,5,4,14,7,NA,NA,10,7,2,5,39,69,NA,22,179,98,46,238,2,32,NA,36,NA,66,NA,58,52,25,NA,1,4,32,17,7,23,42
"443",2015-09-16,92,38,6,78,14,66,54,23,32,82,12,42,39,11,196,25,26,21,4,34,46,124,60,74,127,22,2,NA,9,5,11,28,36,27,21,93,164,32,NA,19,51,18,2,11,111,22,10,4,13,29,51,27,9,10,12,26,8,79,11,7,23,3,6,30,4,113,32,67,1,13,14,10,9,46,12,12,3,99,1,NA,3,6,44,23,49,1,3,10,4,45,68,39,7,4,23,27,18,53,24,2,20,46,64,63,20,11,18,30,7,58,70,13,1,NA,16,9,12,5,NA,NA,9,4,1,3,24,85,NA,22,108,104,29,235,7,28,NA,50,NA,71,NA,53,54,23,3,1,4,33,20,6,20,7
"444",2015-09-17,91,35,4,48,16,80,52,17,28,77,19,47,33,21,149,21,27,22,3,32,50,141,52,10,59,20,2,1,9,12,12,14,29,31,13,109,147,23,NA,27,59,12,1,8,80,24,4,4,13,40,49,22,13,6,13,24,10,65,19,11,14,7,12,42,3,104,25,53,2,18,18,7,16,32,6,13,6,115,3,1,3,6,34,21,39,3,4,5,6,35,61,45,11,7,15,16,22,42,15,3,10,97,59,50,15,15,14,23,3,20,12,19,2,NA,11,9,6,4,NA,NA,8,3,2,5,40,87,NA,28,116,79,62,192,6,21,NA,50,NA,52,NA,61,39,33,2,2,2,20,18,7,21,27
"445",2015-09-18,91,35,11,66,12,49,39,20,25,67,12,36,29,15,121,15,31,12,7,21,7,133,43,68,70,17,1,4,9,4,9,9,35,28,17,63,125,35,NA,20,38,5,6,1,61,15,3,4,7,8,39,38,9,7,5,25,16,44,13,10,18,2,12,32,2,74,14,42,3,15,13,3,8,23,3,13,2,55,2,2,2,5,44,9,46,6,4,3,5,30,52,37,5,7,4,15,14,24,5,1,8,61,68,54,11,7,7,22,1,7,38,17,3,NA,4,1,5,1,NA,NA,12,NA,1,3,22,56,NA,31,98,78,39,201,3,22,NA,31,NA,43,NA,55,38,20,2,6,7,18,12,4,8,24
"446",2015-09-19,129,46,4,98,20,67,80,17,64,108,14,69,38,33,172,NA,NA,28,1,NA,NA,NA,52,NA,NA,NA,NA,NA,9,18,9,20,NA,NA,NA,NA,200,NA,NA,20,83,16,3,5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,36,20,NA,NA,NA,NA,3,19,62,7,151,34,67,7,NA,NA,NA,14,63,19,9,12,58,3,NA,NA,NA,NA,25,49,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,129,103,48,20,36,2,16,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,14,NA,5,2,36,NA,NA,NA,NA,85,NA,408,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,19,14,12,NA,NA
"447",2015-09-20,130,36,5,90,17,52,75,20,46,73,21,40,28,31,204,NA,NA,34,2,NA,NA,NA,61,NA,NA,NA,NA,NA,18,31,14,23,NA,NA,NA,NA,209,NA,NA,32,62,22,2,9,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,32,25,NA,NA,NA,NA,13,15,62,13,128,29,82,15,NA,NA,NA,27,67,25,12,17,83,1,1,NA,NA,NA,22,63,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,166,103,38,18,12,9,29,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,8,NA,3,7,40,NA,NA,NA,NA,117,NA,337,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,31,36,10,NA,NA
"448",2015-09-21,98,NA,7,74,11,64,50,17,23,67,10,41,32,14,132,17,60,32,9,9,61,104,64,78,109,11,5,NA,8,7,10,24,23,26,14,91,183,23,NA,29,14,16,1,3,76,26,10,3,24,18,39,42,8,6,7,34,11,42,12,NA,11,4,9,41,4,70,18,58,7,18,12,1,18,54,13,9,5,95,NA,3,2,5,33,14,26,5,3,3,8,30,53,28,6,6,24,25,22,32,11,2,9,119,89,38,11,12,15,27,6,79,55,16,3,NA,6,10,13,10,NA,NA,15,5,NA,3,45,102,NA,32,188,98,54,296,5,29,NA,45,NA,61,NA,50,64,35,NA,2,4,17,12,9,15,18
"449",2015-09-22,85,23,13,83,8,66,43,15,31,69,15,57,24,18,135,19,55,6,11,20,47,85,52,41,106,12,10,3,8,9,16,19,25,48,13,56,171,22,NA,19,62,5,NA,5,86,16,5,8,23,14,39,41,14,14,5,19,15,63,9,NA,18,1,14,97,2,85,11,62,7,30,10,NA,17,44,6,8,6,3,NA,1,4,6,57,21,33,7,2,3,6,31,80,40,6,8,45,17,21,39,17,2,13,96,71,37,24,14,15,29,4,63,41,15,6,NA,5,7,10,7,NA,NA,13,4,2,5,43,53,NA,25,197,103,57,263,9,40,NA,34,NA,65,NA,41,43,45,NA,3,5,35,16,5,16,22
"450",2015-09-23,70,40,2,79,15,67,53,17,22,62,16,31,34,13,124,11,42,27,7,23,43,113,62,15,139,11,7,NA,7,13,8,15,23,33,25,72,165,28,NA,20,66,1,1,4,62,23,4,3,17,11,42,36,9,9,6,21,14,62,6,NA,24,1,5,23,3,87,26,44,5,27,10,2,17,50,10,19,13,70,1,3,4,2,29,15,34,5,NA,NA,NA,34,77,38,5,4,45,14,16,26,26,2,8,108,83,45,14,15,12,25,6,80,48,17,3,NA,NA,6,12,2,NA,NA,12,2,2,3,35,91,NA,67,165,79,45,276,7,26,NA,33,NA,49,NA,42,59,43,NA,2,4,34,27,2,24,27
"451",2015-09-24,68,35,12,75,16,65,50,14,39,71,12,46,38,27,156,18,36,24,7,NA,29,120,66,51,137,25,11,2,6,10,12,18,34,33,20,101,153,25,NA,24,56,14,1,9,72,22,3,2,19,7,33,46,8,10,4,20,6,65,16,NA,15,5,10,23,3,87,32,53,4,20,7,2,11,59,11,7,7,125,4,NA,4,5,45,22,40,5,NA,NA,NA,44,90,45,5,5,69,23,31,53,12,1,12,86,94,42,19,9,20,31,3,58,47,23,2,NA,NA,4,9,5,NA,NA,12,2,2,5,32,108,NA,21,185,89,58,291,9,42,NA,55,NA,50,NA,52,60,24,NA,3,3,19,23,10,20,13
"452",2015-09-25,114,43,9,75,19,65,59,19,39,68,10,54,34,10,199,18,37,32,4,NA,56,158,63,60,138,30,2,8,8,10,5,23,37,51,21,NA,177,34,NA,26,66,9,1,5,86,13,7,4,17,12,49,46,10,12,8,24,20,55,8,7,23,6,1,21,3,134,19,64,5,24,14,2,9,63,5,16,9,51,2,1,1,8,43,9,44,4,NA,NA,NA,51,86,44,7,5,68,26,15,71,12,NA,18,106,99,53,15,12,7,36,7,103,43,17,3,NA,NA,5,5,5,NA,NA,13,2,3,5,46,70,NA,25,175,66,52,274,5,24,NA,68,NA,53,NA,58,50,NA,1,NA,NA,27,29,11,6,27
"453",2015-09-26,118,59,21,102,22,92,86,24,56,93,11,68,34,30,175,NA,NA,30,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,11,30,13,28,NA,NA,NA,NA,229,NA,NA,43,98,20,1,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,32,23,NA,NA,NA,NA,11,3,26,7,115,42,72,8,NA,NA,NA,15,66,13,10,3,99,3,NA,NA,NA,NA,21,60,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,170,116,64,20,20,16,31,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,14,NA,2,6,45,NA,NA,NA,NA,93,NA,393,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,21,24,8,NA,NA
"454",2015-09-27,159,35,11,84,15,60,64,22,66,47,29,44,30,29,108,NA,NA,43,3,NA,NA,NA,85,NA,NA,NA,NA,NA,13,27,11,13,NA,NA,NA,NA,165,NA,NA,37,63,20,2,11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,29,24,NA,NA,NA,NA,11,2,45,6,114,34,66,11,NA,NA,NA,32,64,20,18,1,85,2,NA,NA,NA,NA,20,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,172,98,51,17,24,11,34,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,14,NA,9,12,31,NA,NA,NA,NA,102,NA,310,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,38,23,8,NA,NA
"455",2015-09-28,84,31,8,56,14,50,41,15,37,72,15,43,26,21,116,16,31,25,3,NA,53,109,73,18,52,31,35,30,12,8,18,16,22,39,19,94,153,32,NA,28,56,17,2,10,45,18,4,4,12,5,40,18,13,6,5,15,11,56,9,10,26,5,NA,19,1,94,18,59,6,22,9,1,19,45,15,11,NA,108,NA,NA,5,8,36,12,33,4,NA,2,8,32,68,43,6,8,37,15,23,64,21,NA,8,113,78,49,16,13,9,23,9,66,49,20,6,NA,1,13,16,18,NA,NA,8,2,6,10,31,41,NA,39,136,88,33,268,2,24,NA,31,NA,41,NA,51,39,24,1,NA,7,23,19,3,12,24
"456",2015-09-29,69,20,8,66,12,60,41,12,27,50,11,40,27,12,121,6,34,20,2,NA,42,62,59,30,35,27,16,18,7,10,7,7,19,19,12,36,145,20,NA,31,45,10,1,6,84,13,3,1,4,7,37,25,9,14,8,13,4,15,8,4,22,4,1,6,2,64,15,42,3,10,8,2,24,35,10,15,8,97,2,2,NA,NA,19,9,29,3,1,1,4,19,29,35,5,3,29,11,16,28,11,2,9,113,80,38,14,8,7,21,6,41,22,7,2,NA,1,5,4,16,NA,NA,7,1,3,6,22,54,NA,12,98,58,24,188,2,14,NA,33,NA,33,NA,44,35,16,1,1,2,18,28,8,4,10
"457",2015-09-30,83,42,12,75,19,47,59,23,32,58,15,37,30,15,142,16,31,39,3,NA,25,115,68,42,116,40,24,23,6,9,6,11,26,20,16,60,136,22,4,36,73,13,1,11,73,16,5,1,10,7,39,27,9,13,5,21,5,59,11,13,18,4,13,5,5,75,50,68,9,29,11,2,27,45,8,11,8,104,5,2,1,7,44,17,52,6,1,5,2,30,61,53,4,3,29,23,19,41,20,7,13,97,84,44,16,12,12,20,3,70,43,19,3,NA,4,10,14,6,NA,NA,15,7,4,9,30,52,NA,26,170,75,32,235,4,31,NA,33,NA,57,NA,50,56,28,NA,1,1,18,30,2,21,35
"458",2015-10-01,96,43,7,65,25,60,60,15,25,60,16,64,27,14,98,13,33,25,NA,NA,54,104,63,39,108,34,24,23,5,7,6,11,29,29,30,78,150,32,8,33,70,8,1,7,94,20,1,2,11,8,26,55,14,14,6,23,12,46,13,21,25,3,12,11,3,64,53,62,5,21,10,2,20,44,2,18,10,93,2,NA,4,5,38,12,38,3,NA,NA,11,40,53,38,3,1,31,26,10,47,21,1,11,116,117,46,12,12,6,19,5,89,45,9,3,NA,2,5,10,10,NA,NA,13,3,2,15,52,87,NA,39,152,102,65,258,2,26,NA,41,NA,38,NA,42,63,23,1,10,2,18,16,8,4,22
"459",2015-10-02,93,38,12,87,25,81,63,23,29,65,19,57,26,12,129,13,32,24,16,NA,56,124,56,55,60,31,39,28,4,12,6,35,30,26,33,41,157,24,5,30,60,9,2,8,87,17,5,2,19,8,50,53,18,12,8,17,16,33,8,12,21,6,14,10,2,96,51,66,3,26,10,2,12,50,NA,21,9,102,2,NA,2,7,41,21,49,4,1,2,5,22,58,45,10,3,45,17,19,39,18,4,12,146,92,53,22,10,9,23,7,79,42,21,4,NA,7,1,7,6,NA,NA,6,3,4,13,50,78,NA,35,182,86,65,280,4,40,NA,66,NA,49,NA,41,50,16,NA,4,4,10,28,7,8,23
"460",2015-10-03,100,47,9,92,27,91,82,20,60,92,25,59,35,42,173,NA,NA,31,11,NA,NA,NA,52,NA,NA,NA,NA,NA,5,23,10,21,NA,NA,NA,NA,178,NA,4,52,75,6,2,3,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,32,15,NA,NA,NA,NA,10,16,14,5,130,53,63,5,NA,NA,NA,18,61,NA,24,12,118,1,NA,NA,NA,NA,19,46,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,161,97,41,35,7,10,21,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,23,NA,1,5,39,NA,NA,NA,NA,61,NA,369,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,11,NA,NA
"461",2015-10-04,149,42,10,82,23,77,66,20,65,66,28,52,26,25,148,NA,NA,32,5,NA,NA,NA,95,NA,NA,NA,NA,NA,4,36,16,25,NA,NA,NA,NA,167,NA,8,30,55,26,1,8,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,32,25,NA,NA,NA,NA,17,15,30,5,158,42,78,6,NA,NA,NA,10,86,NA,22,25,153,1,NA,NA,NA,NA,27,38,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,140,110,52,14,19,12,29,8,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,21,NA,5,9,55,NA,NA,NA,NA,154,NA,321,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,22,23,13,NA,NA
"462",2015-10-05,87,30,7,75,14,46,48,22,44,64,11,39,29,15,104,7,22,33,3,NA,43,94,65,34,81,20,24,19,3,11,5,13,11,23,11,56,112,22,2,25,47,12,NA,6,51,20,5,1,13,9,25,41,12,6,7,20,13,36,6,9,31,6,14,14,NA,80,14,50,1,18,13,1,19,37,9,23,14,111,2,2,1,3,38,11,35,5,5,NA,5,19,39,41,5,1,20,18,21,40,12,NA,9,129,77,49,17,11,11,26,4,56,39,19,5,NA,3,8,12,14,NA,NA,12,2,2,10,37,75,NA,29,136,65,38,263,11,28,NA,23,NA,40,NA,33,40,29,1,5,4,24,16,10,9,11
"463",2015-10-06,66,38,8,67,15,58,54,24,20,64,10,37,33,20,135,14,24,21,2,NA,51,111,72,58,80,34,26,18,3,13,12,24,21,24,12,69,159,32,3,21,52,12,2,10,61,11,2,5,22,7,36,33,12,12,3,20,7,56,7,19,21,2,6,22,4,95,20,50,10,13,3,5,13,46,8,27,15,81,2,2,NA,9,29,15,31,9,2,4,4,29,70,35,2,4,48,17,16,39,9,8,13,146,68,35,16,7,11,24,7,69,50,23,4,NA,4,5,10,23,NA,NA,11,4,5,6,32,64,NA,23,136,76,54,287,3,30,NA,32,NA,40,NA,45,44,28,2,2,1,22,24,7,16,33
"464",2015-10-07,94,39,7,67,16,83,60,17,38,62,19,43,29,15,128,21,40,21,4,NA,70,75,75,67,95,33,18,27,2,8,5,21,30,37,12,94,170,24,3,24,53,13,NA,10,39,20,5,2,12,14,29,40,8,15,7,30,10,61,10,12,15,6,8,54,4,150,25,62,4,21,13,2,17,49,7,19,6,80,2,2,1,7,44,23,43,4,2,3,5,31,83,41,12,5,46,20,14,50,16,5,13,125,78,58,16,14,4,37,9,89,35,17,4,NA,4,6,18,19,NA,NA,13,5,1,10,37,75,NA,24,138,79,57,268,9,32,NA,43,NA,51,NA,60,30,16,NA,1,5,24,17,11,4,18
