"","DATE","CHI003","CHI004","CHI005","CHI007","CHI008","CHI009","CHI010","CHI011","CHI013","CHI014","CHI015","CHI018","CHI019","CHI020","CHI021","CHI022","CHI023","CHI024","CHI025","CHI026","CHI027","CHI028","CHI029","CHI030","CHI031","CHI032","CHI033","CHI034","CHI035","CHI036","CHI039","CHI040","CHI041","CHI042","CHI043","CHI044","CHI045","CHI048","CHI049","CHI050","CHI051","CHI055","CHI056","CHI057","CHI058","CHI059","CHI060","CHI061","CHI062","CHI063","CHI064","CHI065","CHI066","CHI067","CHI068","CHI069","CHI070","CHI071","CHI072","CHI073","CHI074","CHI075","CHI076","CHI077","CHI078","CHI079","CHI080","CHI083","CHI086","CHI087","CHI088","CHI089","CHI090","CHI091","CHI092","CHI093","CHI094","CHI095","CHI096","CHI097","CHI098","CHI099","CHI100","CHI101","CHI102","CHI103","CHI104","CHI105","CHI106","CHI107","CHI108","CHI109","CHI110","CHI111","CHI112","CHI113","CHI114","CHI115","CHI116","CHI117","CHI118","CHI119","CHI120","CHI121","CHI122","CHI123","CHI124","CHI125","CHI126","CHI127","CHI128","CHI129","CHI130","CHI131","CHI132","CHI133","CHI134","CHI135","CHI136","CHI137","CHI138","CHI139","CHI140","CHI141","CHI142","CHI143","CHI144","CHI145","CHI146","CHI147","CHI148","CHI149","CHI154","CHI156","CHI157","CHI158","CHI159","CHI160","CHI161","CHI162","CHI163","CHI164","CHI165","CHI166","CHI167","CHI168","CHI169","CHI170","CHI171","CHI172"
"851",2016-10-28,161,53,10,58,29,59,84,6,45,59,13,46,47,23,136,9,15,50,16,NA,NA,87,53,16,48,11,22,10,2,12,11,15,10,13,9,16,165,19,9,14,37,25,NA,7,229,2,17,NA,6,22,31,12,6,10,9,18,6,19,NA,5,13,8,8,46,2,149,24,48,3,8,12,1,7,51,1,13,16,69,6,1,2,2,40,7,32,12,NA,NA,1,18,32,16,1,NA,24,11,11,71,22,1,7,10,61,40,25,10,7,27,1,42,9,15,3,NA,3,2,12,5,5,4,39,NA,2,7,32,39,64,26,NA,75,20,171,3,16,6,37,12,24,10,22,19,3,2,NA,NA,26,36,2,1,12
"852",2016-10-29,163,43,9,74,6,56,68,6,107,81,17,35,49,50,150,NA,NA,66,11,NA,NA,NA,28,NA,NA,NA,NA,NA,10,21,24,11,NA,NA,NA,NA,174,NA,9,14,32,17,NA,2,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,30,29,NA,NA,NA,NA,11,8,130,1,177,9,54,1,NA,NA,NA,16,58,7,11,21,97,3,2,NA,NA,NA,10,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,8,16,114,37,20,16,8,37,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,40,NA,3,15,35,NA,90,NA,NA,61,NA,264,4,NA,12,NA,19,NA,14,NA,NA,NA,7,NA,NA,19,61,7,NA,NA
"853",2016-10-30,190,49,9,71,19,37,66,4,84,60,16,38,44,44,114,NA,NA,85,22,NA,NA,NA,39,NA,NA,NA,NA,NA,4,23,14,25,NA,NA,NA,NA,156,NA,16,10,20,39,1,2,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,17,40,NA,NA,NA,NA,11,13,114,2,137,22,40,4,NA,NA,NA,21,70,3,14,34,95,1,NA,NA,NA,NA,14,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,13,115,27,11,7,3,13,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,69,NA,3,4,25,NA,75,NA,NA,85,NA,235,1,NA,10,NA,11,NA,11,NA,NA,NA,4,NA,NA,43,45,6,NA,NA
"854",2016-10-31,129,41,12,65,19,38,58,4,60,58,14,39,48,32,104,12,22,45,14,NA,NA,88,49,23,58,22,30,8,11,13,11,12,12,13,5,29,142,19,14,4,30,12,1,3,96,10,12,NA,9,21,28,9,7,13,7,18,14,26,3,13,7,9,3,66,NA,120,25,39,1,14,4,1,17,57,5,28,15,107,1,3,NA,1,40,14,26,6,2,2,1,26,35,15,4,NA,21,12,20,55,12,2,10,7,85,28,16,6,8,34,NA,35,2,9,3,NA,3,1,10,9,5,3,24,NA,7,10,28,52,53,25,NA,71,30,158,3,13,3,27,13,28,9,13,10,NA,3,NA,NA,25,27,9,4,7
"855",2016-11-01,136,46,4,58,18,54,55,5,44,65,8,50,30,31,125,14,16,51,11,NA,NA,75,46,19,46,19,22,3,7,10,23,8,12,19,13,21,160,10,14,9,42,27,1,7,110,1,14,1,1,8,24,15,7,5,3,12,10,37,5,2,11,7,4,84,NA,101,27,35,NA,6,14,NA,16,23,4,19,16,100,3,1,NA,1,39,12,26,5,1,2,5,24,28,15,5,1,26,6,15,47,14,6,6,9,100,45,20,7,7,27,NA,21,7,4,5,NA,5,1,15,4,5,NA,49,NA,4,9,26,56,55,29,NA,85,33,177,5,19,8,30,14,39,9,8,18,1,1,1,1,24,32,4,NA,10
"856",2016-11-02,95,27,4,34,14,24,33,1,41,41,6,35,30,25,75,5,16,31,11,NA,NA,66,27,19,39,17,23,3,3,5,12,16,8,5,6,9,120,17,8,3,18,16,NA,3,85,NA,7,NA,11,9,20,6,4,1,9,20,15,21,1,5,10,2,9,24,NA,95,24,24,2,4,4,NA,14,26,4,5,14,63,1,2,1,1,35,8,26,2,NA,1,1,7,19,10,NA,1,7,9,9,28,9,5,7,10,73,14,10,6,5,20,NA,23,3,4,3,NA,1,NA,10,4,1,3,25,NA,2,4,22,42,47,12,NA,59,18,107,3,2,4,25,13,7,5,17,14,1,2,NA,NA,25,27,4,NA,13
"857",2016-11-03,85,31,10,49,20,64,54,3,44,73,11,41,34,30,115,10,11,58,13,NA,NA,104,39,25,52,19,24,12,1,9,2,13,11,6,7,23,148,17,8,21,33,19,1,7,93,1,12,NA,2,9,15,7,1,13,13,17,17,20,3,6,1,5,5,35,NA,100,22,36,NA,9,6,2,10,45,1,8,13,116,NA,NA,2,1,41,13,24,6,2,1,1,16,19,17,3,NA,17,9,16,41,15,11,7,14,89,34,14,7,9,32,NA,37,6,6,6,NA,2,5,15,8,1,NA,34,NA,4,8,21,41,59,20,NA,77,19,182,NA,7,5,38,11,11,8,12,11,2,1,NA,NA,24,28,3,4,14
"858",2016-11-04,188,52,13,48,19,77,79,14,56,81,25,51,63,38,124,NA,NA,51,14,NA,NA,NA,59,NA,NA,NA,NA,NA,5,12,10,25,NA,NA,NA,NA,208,NA,23,47,42,21,2,9,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28,24,NA,NA,NA,NA,6,8,57,1,124,26,40,4,NA,NA,NA,13,33,4,4,12,83,7,1,NA,NA,NA,16,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,27,122,50,32,9,4,17,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,39,1,1,10,43,NA,81,NA,NA,93,NA,236,5,NA,10,NA,11,NA,14,NA,NA,7,5,1,1,26,33,2,NA,NA
"859",2016-11-05,193,49,10,78,38,79,82,16,66,62,14,46,58,48,208,NA,NA,89,34,NA,NA,NA,56,NA,NA,NA,NA,NA,15,23,19,16,NA,NA,NA,NA,237,NA,15,45,38,33,NA,2,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,25,15,NA,NA,NA,NA,16,2,15,3,141,20,66,2,NA,NA,NA,9,63,6,10,21,64,1,1,NA,NA,NA,10,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,9,17,125,45,20,15,8,46,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,66,NA,3,5,32,NA,90,NA,NA,93,NA,285,5,NA,6,NA,25,NA,14,NA,NA,NA,5,NA,NA,31,73,6,NA,NA
"860",2016-11-06,184,42,11,62,42,67,67,21,60,55,15,37,50,44,124,NA,NA,85,26,NA,NA,NA,52,NA,NA,NA,NA,NA,13,21,13,10,NA,NA,NA,NA,210,NA,13,36,31,23,1,12,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,24,19,NA,NA,NA,NA,10,5,20,4,175,57,51,5,NA,NA,NA,19,57,15,14,23,76,1,NA,NA,NA,NA,12,33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,15,109,40,12,10,1,8,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,59,NA,1,5,22,NA,86,NA,NA,98,NA,241,5,NA,2,NA,25,NA,20,NA,NA,NA,6,NA,NA,46,63,12,NA,NA
"861",2016-11-07,130,46,11,65,19,58,50,15,53,54,10,42,54,24,113,12,21,50,14,NA,NA,84,59,12,48,15,18,21,5,16,15,12,8,10,14,18,170,21,4,27,37,19,2,8,106,1,15,2,7,18,24,19,3,1,4,32,12,24,1,6,10,7,2,43,1,133,27,35,2,10,3,NA,12,80,4,6,21,70,5,2,1,NA,48,10,19,5,NA,1,2,15,30,12,1,1,10,13,26,51,14,4,8,11,98,45,16,12,4,34,1,33,4,14,4,NA,1,2,14,4,NA,1,40,1,4,1,26,37,59,25,NA,69,20,174,1,12,5,30,18,37,15,19,14,3,2,2,NA,24,46,7,3,9
"862",2016-11-08,109,38,12,46,22,40,54,5,49,42,10,31,34,27,94,12,12,32,15,NA,NA,79,50,16,48,14,19,16,6,9,14,11,8,5,2,14,139,18,2,28,32,22,NA,3,107,4,12,1,8,22,22,16,4,9,9,18,7,25,2,3,6,5,5,53,NA,110,33,18,4,6,3,1,11,33,2,21,17,67,2,3,NA,4,40,10,22,6,NA,2,1,20,17,11,NA,NA,7,8,21,48,7,5,9,9,92,25,21,9,5,29,NA,38,8,4,7,1,5,4,16,9,5,3,26,1,6,3,26,19,49,17,NA,77,18,134,4,12,NA,23,10,33,5,12,15,3,NA,1,NA,18,43,4,5,11
"863",2016-11-09,140,31,17,55,22,49,44,16,59,49,7,47,42,23,101,10,26,49,25,NA,NA,112,53,19,50,16,16,14,2,11,11,20,21,11,10,30,152,12,16,27,38,27,1,5,133,3,5,1,10,NA,25,11,3,8,12,25,24,16,3,4,5,5,3,57,NA,103,22,32,1,NA,NA,NA,18,43,5,6,14,74,1,NA,NA,NA,NA,19,30,4,2,2,3,24,23,16,NA,NA,NA,NA,NA,NA,NA,8,14,12,51,32,15,13,3,21,NA,31,6,6,7,NA,1,5,NA,NA,NA,NA,29,NA,5,8,30,12,59,26,NA,70,NA,127,2,16,5,73,8,NA,14,NA,NA,7,1,2,1,35,32,4,NA,NA
"864",2016-11-10,137,64,13,43,22,62,48,16,47,60,13,61,53,29,123,NA,NA,58,11,NA,NA,NA,57,NA,NA,NA,NA,NA,7,7,19,19,NA,NA,NA,11,157,NA,19,31,34,17,1,13,140,NA,NA,NA,NA,21,24,15,7,8,8,29,16,NA,NA,NA,NA,5,9,51,1,118,13,32,4,14,3,NA,14,44,2,15,11,87,2,1,1,2,41,6,41,4,NA,2,NA,NA,NA,NA,2,NA,13,13,24,60,18,7,11,4,76,55,25,7,3,34,3,NA,NA,NA,7,NA,6,3,10,8,2,4,29,2,1,7,21,NA,71,NA,NA,72,13,192,4,NA,14,NA,15,33,23,19,19,1,2,2,1,36,30,1,2,6
"865",2016-11-11,169,45,12,61,21,56,90,19,54,49,14,63,40,48,149,NA,NA,65,17,NA,NA,NA,59,NA,NA,NA,NA,NA,4,17,9,16,NA,NA,NA,31,186,NA,24,47,40,29,2,9,115,NA,NA,NA,NA,NA,34,18,5,11,18,34,24,NA,NA,NA,NA,5,9,49,2,99,18,48,2,NA,NA,NA,6,29,3,12,19,108,1,1,NA,NA,NA,12,41,9,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,18,16,64,39,18,5,5,39,2,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,55,NA,2,6,20,NA,72,NA,NA,72,NA,171,1,NA,14,NA,5,NA,18,NA,NA,4,4,1,NA,44,46,9,NA,NA
"866",2016-11-12,212,52,14,101,26,39,62,28,98,53,11,70,58,42,149,NA,NA,82,21,NA,NA,NA,65,NA,NA,NA,NA,NA,10,17,23,29,NA,NA,NA,NA,228,NA,18,41,47,34,2,9,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,23,16,NA,NA,NA,NA,10,5,29,1,118,30,37,4,NA,NA,NA,12,48,2,4,26,88,NA,1,NA,NA,NA,19,52,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14,12,115,44,16,23,8,38,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,70,NA,3,2,33,NA,72,NA,NA,55,NA,274,2,NA,12,NA,12,NA,14,NA,NA,NA,3,NA,NA,22,39,6,NA,NA
"867",2016-11-13,201,45,10,87,24,71,72,13,92,44,20,54,44,46,124,NA,NA,103,30,NA,NA,NA,46,NA,NA,NA,NA,NA,11,24,33,19,NA,NA,NA,NA,228,NA,21,54,13,32,2,7,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,14,19,NA,NA,NA,NA,11,8,49,4,132,59,56,11,NA,NA,NA,21,70,7,8,44,106,NA,3,NA,NA,NA,13,30,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,15,109,52,9,4,1,14,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,80,NA,2,4,33,NA,83,NA,NA,94,NA,240,5,NA,4,NA,20,NA,11,NA,NA,NA,12,NA,NA,54,59,9,NA,NA
"868",2016-11-14,133,35,9,66,20,47,43,17,57,53,8,48,34,33,93,11,5,54,14,NA,NA,67,42,11,47,19,26,12,3,9,14,19,13,16,10,18,143,14,10,36,28,31,1,8,121,NA,8,1,5,20,28,15,3,8,7,16,24,16,1,4,10,10,6,81,3,101,25,49,6,7,4,2,13,40,4,12,16,78,1,NA,NA,1,40,9,32,6,4,1,3,24,33,13,2,1,16,3,30,22,19,13,3,7,92,51,19,12,5,30,1,29,7,6,4,1,7,5,16,11,2,5,25,NA,7,11,23,28,52,21,NA,76,16,153,6,11,7,25,15,37,12,18,18,NA,1,NA,NA,30,42,5,2,5
"869",2016-11-15,102,39,11,44,26,44,77,12,50,46,11,55,55,21,98,10,22,48,13,NA,NA,54,65,13,37,21,11,19,5,10,27,11,5,12,11,15,178,18,24,46,41,19,1,2,122,4,15,1,4,29,17,16,1,4,10,20,24,20,3,3,6,5,6,92,NA,128,14,38,4,10,9,NA,11,35,5,7,16,81,2,NA,NA,NA,38,9,23,4,1,1,2,15,23,18,NA,NA,9,6,12,40,12,13,11,16,104,51,18,12,7,34,NA,23,10,5,5,1,5,2,14,5,4,3,30,1,8,8,20,51,50,25,NA,91,23,149,6,15,8,19,11,31,11,14,16,7,2,NA,2,28,30,7,NA,7
"870",2016-11-16,115,57,9,55,23,49,51,8,60,53,7,47,45,30,103,14,12,57,18,NA,NA,101,61,16,41,9,22,10,7,16,19,13,16,11,13,30,163,17,13,23,29,12,1,8,98,1,12,NA,3,10,29,21,3,6,10,12,13,NA,4,5,NA,10,5,91,2,110,21,31,4,12,10,1,10,19,2,15,16,87,2,2,NA,1,50,12,32,3,1,1,4,24,31,9,2,1,23,16,14,60,24,12,10,10,60,41,19,8,5,42,1,30,10,11,10,1,5,2,10,9,6,2,25,2,8,3,29,50,62,21,NA,79,26,202,3,17,4,38,11,42,20,23,17,4,6,NA,1,34,36,3,2,4
"871",2016-11-17,118,44,13,64,26,55,69,6,57,62,9,49,39,24,113,7,3,57,27,NA,NA,61,37,25,47,30,29,16,8,10,20,10,15,21,12,19,186,20,8,26,34,29,1,12,107,5,18,1,10,14,22,14,3,14,11,18,23,NA,3,4,NA,4,1,89,2,117,14,44,3,10,9,NA,9,28,1,46,19,68,4,2,2,4,48,10,40,3,2,2,4,17,33,8,5,1,13,5,23,54,13,9,7,12,101,31,30,3,3,28,NA,26,7,12,5,NA,6,NA,16,8,4,2,21,1,4,7,29,28,57,26,NA,66,12,196,1,18,6,34,8,33,8,20,21,7,3,NA,1,39,39,9,NA,8
"872",2016-11-18,99,40,11,51,16,41,55,13,46,45,7,45,46,23,127,9,4,38,13,NA,NA,26,38,17,56,4,23,14,9,6,13,14,11,14,13,8,144,10,12,21,34,23,1,5,149,4,14,NA,3,16,28,13,NA,6,10,9,13,NA,2,5,NA,3,6,78,1,98,8,48,2,9,1,NA,7,25,2,26,11,63,3,NA,NA,1,31,8,37,5,2,3,NA,10,26,10,NA,NA,11,4,16,49,10,4,9,14,96,34,13,13,1,34,NA,27,5,3,4,2,2,4,6,7,6,1,17,1,4,5,27,29,44,23,NA,57,10,128,NA,12,4,28,14,21,9,NA,10,NA,4,1,2,11,26,4,2,5
"873",2016-11-19,172,45,14,89,35,54,67,22,99,59,22,43,51,45,174,NA,NA,98,43,NA,NA,NA,39,NA,NA,NA,NA,NA,7,18,15,16,NA,NA,NA,NA,233,NA,13,43,37,19,1,9,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,32,24,NA,NA,NA,NA,9,17,107,1,141,39,60,8,NA,NA,NA,11,39,10,56,22,74,2,2,NA,NA,NA,15,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17,11,117,51,23,14,6,25,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,49,NA,3,9,47,NA,57,NA,NA,81,NA,268,3,NA,6,NA,25,NA,6,NA,NA,NA,2,NA,NA,33,53,4,NA,NA
"874",2016-11-20,161,45,8,93,33,51,79,13,78,41,25,42,43,33,94,NA,NA,100,43,NA,NA,NA,89,NA,NA,NA,NA,NA,8,23,18,14,NA,NA,NA,NA,196,NA,12,41,20,31,NA,6,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,39,NA,NA,NA,NA,9,18,130,5,165,72,50,5,NA,NA,NA,13,51,22,64,41,105,3,NA,NA,NA,NA,17,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,14,107,53,13,10,2,36,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,89,NA,2,4,29,NA,80,NA,NA,101,NA,275,3,NA,11,NA,18,NA,19,NA,NA,NA,7,NA,NA,48,59,7,NA,NA
"875",2016-11-21,117,52,14,62,15,50,79,10,67,55,17,47,47,44,93,3,5,59,12,NA,NA,74,37,10,27,19,13,2,11,8,12,15,11,20,10,16,177,18,16,16,41,17,NA,3,106,4,8,1,10,27,NA,NA,NA,NA,8,26,13,NA,1,1,NA,8,4,88,2,109,25,25,1,9,5,NA,6,39,1,16,18,52,3,1,NA,1,48,15,27,6,NA,NA,2,10,21,14,1,1,8,9,18,36,18,8,10,11,126,46,15,4,4,33,NA,20,8,2,5,NA,5,NA,8,7,7,1,49,NA,8,6,35,NA,56,23,NA,74,14,203,3,13,4,26,12,30,7,20,16,1,1,1,1,25,41,4,3,4
"876",2016-11-22,100,41,22,69,24,47,56,13,56,48,14,47,31,39,115,8,11,39,11,NA,NA,54,58,7,26,19,10,15,3,7,12,12,12,8,11,24,176,16,9,19,31,20,NA,9,134,3,10,NA,6,11,NA,NA,NA,NA,10,17,6,NA,5,3,NA,13,8,89,2,84,21,31,2,8,6,3,10,37,NA,19,12,80,8,1,NA,NA,37,8,14,4,2,NA,2,16,26,11,NA,NA,21,11,16,46,9,8,10,15,47,48,27,10,6,40,1,14,4,4,1,NA,6,NA,7,12,2,3,24,NA,4,6,31,NA,51,23,NA,58,23,191,NA,14,3,30,11,40,14,9,17,3,4,NA,NA,30,34,4,1,7
"877",2016-11-23,81,29,11,43,16,30,56,14,40,44,11,55,24,26,86,NA,NA,28,14,NA,NA,NA,32,NA,NA,NA,NA,NA,1,5,16,15,NA,NA,NA,NA,135,NA,12,11,20,11,1,3,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,22,NA,NA,NA,NA,6,3,47,NA,98,8,22,1,NA,NA,NA,10,20,4,26,10,91,2,NA,NA,NA,NA,8,33,7,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,96,33,13,5,9,18,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,8,NA,1,4,18,NA,40,NA,NA,30,NA,142,3,NA,2,NA,9,NA,4,NA,NA,NA,2,NA,NA,24,23,8,NA,NA
"878",2016-11-24,182,37,25,110,30,68,86,22,124,53,17,50,30,52,122,NA,NA,71,38,NA,NA,NA,84,NA,NA,NA,NA,NA,8,20,26,29,NA,NA,NA,NA,237,NA,11,30,44,46,2,14,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,41,26,NA,NA,NA,NA,7,9,143,6,209,88,56,4,NA,NA,NA,35,76,23,59,51,191,NA,1,NA,NA,NA,20,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13,11,140,69,20,13,12,47,1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,85,NA,5,11,45,NA,71,NA,NA,131,NA,269,4,NA,15,NA,28,NA,16,NA,NA,NA,3,NA,NA,86,85,18,NA,NA
"879",2016-11-25,158,34,20,76,29,53,71,9,83,57,11,59,42,39,116,NA,NA,87,23,NA,NA,NA,61,NA,NA,NA,NA,NA,5,23,26,24,NA,NA,NA,NA,210,NA,23,23,47,33,1,9,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,32,28,NA,NA,NA,NA,9,7,113,5,148,50,49,8,NA,NA,NA,26,40,19,74,31,137,3,NA,NA,NA,NA,10,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,9,117,61,14,6,10,31,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,49,NA,3,6,41,NA,58,NA,NA,87,NA,195,3,NA,3,NA,17,NA,18,NA,NA,NA,2,NA,NA,38,55,7,NA,NA
"880",2016-11-26,165,43,10,65,34,57,78,15,96,75,22,58,54,35,148,NA,NA,84,34,NA,NA,NA,56,NA,NA,NA,NA,NA,4,18,18,13,NA,NA,NA,NA,253,NA,15,18,35,52,3,7,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,31,18,NA,NA,NA,NA,9,16,129,5,186,30,60,7,NA,NA,NA,16,54,22,74,18,176,2,1,NA,NA,NA,15,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,13,132,61,19,14,10,41,1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,51,NA,1,8,36,NA,65,NA,NA,84,NA,232,3,NA,11,NA,27,NA,10,NA,NA,NA,6,NA,NA,52,49,11,NA,NA
"881",2016-11-27,239,45,27,77,21,50,74,11,109,48,19,22,46,48,120,NA,NA,108,37,NA,NA,NA,58,NA,NA,NA,NA,NA,13,29,16,13,NA,NA,NA,NA,190,NA,16,25,24,28,3,8,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,36,NA,NA,NA,NA,7,5,119,4,164,36,36,6,NA,NA,NA,32,73,17,80,41,151,2,2,NA,NA,NA,16,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,17,128,51,15,11,10,28,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,95,NA,2,5,34,NA,75,NA,NA,34,NA,236,4,NA,10,NA,30,NA,21,NA,NA,NA,6,NA,NA,72,43,14,NA,NA
"882",2016-11-28,101,15,9,30,7,29,46,6,34,31,9,25,28,21,69,8,9,26,8,NA,NA,31,36,11,18,8,4,7,3,7,15,9,4,8,6,8,102,4,7,1,14,16,2,4,57,2,8,NA,3,3,18,10,2,6,8,5,15,NA,2,1,NA,2,3,35,3,82,19,21,NA,5,6,NA,12,16,7,39,8,51,3,NA,NA,NA,25,5,NA,5,1,NA,1,4,7,11,3,NA,11,8,16,22,6,NA,5,5,47,22,9,5,2,14,1,8,1,3,1,NA,2,NA,8,6,3,1,25,1,1,NA,11,NA,38,12,NA,33,10,94,1,5,4,26,12,11,5,5,10,3,1,1,NA,23,29,2,1,9
"883",2016-11-29,98,33,10,60,19,47,59,10,44,58,7,32,32,22,117,6,17,36,11,NA,NA,78,60,11,7,19,13,9,2,10,18,10,11,17,8,22,140,8,20,NA,38,30,1,12,91,5,26,2,8,14,35,11,NA,4,7,13,13,NA,1,5,NA,13,4,69,NA,109,15,43,2,3,5,NA,10,33,9,31,11,91,NA,1,NA,NA,34,11,NA,5,1,6,NA,7,22,10,NA,1,17,6,21,51,17,NA,8,11,83,38,15,9,4,22,2,17,5,6,4,NA,2,1,17,5,2,1,21,1,3,7,31,NA,36,14,NA,72,21,189,3,7,7,33,5,32,18,10,17,3,2,NA,NA,29,28,7,NA,8
"884",2016-11-30,108,29,22,57,14,50,52,20,40,36,8,39,42,18,102,6,21,40,19,NA,NA,43,54,10,14,8,10,12,5,8,23,8,12,5,7,15,137,8,12,17,32,21,2,7,86,5,13,2,2,12,23,15,5,3,3,18,13,NA,2,3,NA,4,7,12,3,141,25,50,3,1,8,1,15,33,8,54,9,73,2,1,1,1,50,6,15,4,NA,1,3,13,19,19,NA,NA,10,9,14,41,15,NA,11,9,57,50,15,9,5,24,3,35,6,6,4,NA,3,1,11,13,2,2,24,1,3,4,27,NA,40,18,NA,68,11,166,4,10,4,29,15,27,10,9,13,3,2,1,NA,25,35,9,2,9
"885",2016-12-01,134,45,11,69,13,33,53,14,45,39,11,36,54,26,87,2,6,56,12,NA,NA,34,48,4,18,9,10,6,9,5,17,10,5,10,5,5,162,12,11,44,28,21,2,8,109,6,15,2,5,12,18,9,4,8,3,19,16,NA,1,4,NA,9,11,10,1,121,13,26,4,5,7,1,13,28,8,40,13,96,1,2,NA,NA,38,16,36,7,3,1,NA,8,18,15,2,NA,16,14,13,42,10,NA,5,14,81,32,18,9,5,29,1,23,7,8,4,NA,3,2,6,2,NA,2,27,NA,6,1,24,NA,49,10,NA,49,13,153,2,16,6,21,15,35,11,4,8,1,NA,NA,1,17,27,5,NA,8
"886",2016-12-02,136,33,18,43,20,51,57,14,46,42,9,49,41,36,108,8,19,49,9,NA,NA,51,45,16,18,11,11,11,5,7,25,8,9,10,8,19,156,11,18,55,41,18,2,5,108,4,20,3,8,9,27,14,2,7,11,23,18,NA,3,8,1,5,6,28,NA,93,16,44,3,7,NA,1,14,30,6,46,17,97,3,1,2,NA,35,9,25,5,1,1,3,7,24,16,1,1,18,4,16,43,20,NA,5,15,61,42,18,13,7,30,1,18,5,3,3,2,8,2,10,5,NA,1,23,1,1,7,27,23,51,12,NA,61,28,182,2,9,5,20,14,32,13,9,19,2,2,NA,1,29,26,7,1,9
"887",2016-12-03,197,26,14,71,20,63,75,15,75,44,17,27,31,54,133,NA,NA,64,24,NA,NA,NA,37,NA,NA,NA,NA,NA,5,18,14,11,NA,NA,NA,NA,189,NA,25,44,29,21,1,5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,12,NA,NA,NA,NA,8,11,43,6,180,33,64,4,NA,NA,NA,10,44,23,36,16,97,2,1,NA,NA,NA,11,26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,15,76,59,15,17,5,38,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,53,NA,4,7,31,NA,70,NA,NA,88,NA,235,1,NA,9,NA,22,NA,13,NA,NA,NA,7,NA,NA,38,37,11,NA,NA
